Customer ID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment,ML_Segment,Cluster
12913.0,8,2,741.96,2,4,4,244,⚠️ At Risk,High Value,3
12917.0,6,1,1552.9,3,1,4,314,🆕 New Customers,High Value,2
12920.0,1,2,138.9,4,4,1,441,⭐ Loyal Customers,Low Value,2
12921.0,6,3,1775.05,3,4,4,344,👑 Champions,High Value,0
12924.0,1,3,280.35,4,4,2,442,⭐ Loyal Customers,Low Value,0
12926.0,1,1,390.66,4,1,3,413,🆕 New Customers,Medium Value,2
12931.0,12,2,1268.75,1,4,4,144,⚠️ At Risk,High Value,3
12933.0,5,1,155.79,3,1,1,311,🆕 New Customers,Low Value,2
12934.0,13,1,181.65,1,1,1,111,😴 Hibernating,Inactive,3
12937.0,12,1,170.06,1,1,1,111,😴 Hibernating,Inactive,3
12941.0,0,1,377.49,4,1,3,413,🆕 New Customers,Medium Value,2
12948.0,7,2,252.48000000000002,3,4,2,342,📈 Potential Loyalists,Low Value,2
12949.0,12,1,1794.7,1,1,4,114,😴 Hibernating,High Value,3
12956.0,0,2,276.7,4,4,2,442,⭐ Loyal Customers,Low Value,2
12957.0,5,1,1107.95,3,1,4,314,🆕 New Customers,High Value,2
12970.0,11,1,260.64,2,1,2,212,😴 Hibernating,Low Value,3
12971.0,0,1,61.45,4,1,1,411,🆕 New Customers,Low Value,2
12975.0,10,1,441.63,2,1,3,213,😴 Hibernating,Medium Value,3
12978.0,6,1,945.58,3,1,4,314,🆕 New Customers,High Value,2
12979.0,5,1,517.7,3,1,3,313,🆕 New Customers,Medium Value,2
12980.0,14,1,754.2,1,1,4,114,😴 Hibernating,High Value,3
12989.0,5,1,413.1,3,1,3,313,🆕 New Customers,Medium Value,2
12992.0,1,1,93.35000000000001,4,1,1,411,🆕 New Customers,Low Value,2
13000.0,1,1,497.65000000000003,4,1,3,413,🆕 New Customers,Medium Value,2
13001.0,12,1,869.9300000000001,1,1,4,114,😴 Hibernating,High Value,3
13004.0,1,1,306.54,4,1,2,412,🆕 New Customers,Low Value,2
13013.0,2,1,756.51,4,1,4,414,🆕 New Customers,High Value,2
13019.0,6,2,445.3,3,4,3,343,📈 Potential Loyalists,Medium Value,2
13021.0,11,1,233.70999999999998,2,1,2,212,😴 Hibernating,Low Value,3
13025.0,8,1,323.39,2,1,2,212,😴 Hibernating,Low Value,3
13026.0,3,1,335.98,3,1,3,313,🆕 New Customers,Medium Value,2
13037.0,12,1,313.19,1,1,2,112,😴 Hibernating,Inactive,3
13042.0,8,1,668.1,2,1,4,214,😴 Hibernating,High Value,3
13047.0,0,1,306.3,4,1,2,412,🆕 New Customers,Low Value,2
13050.0,0,1,327.91,4,1,3,413,🆕 New Customers,Medium Value,2
13070.0,8,1,154.2,2,1,1,211,😴 Hibernating,Low Value,3
13074.0,0,1,313.3,4,1,2,412,🆕 New Customers,Low Value,2
13077.0,5,1,218.44,3,1,2,312,🆕 New Customers,Low Value,2
13078.0,0,3,1854.47,4,4,4,444,👑 Champions,High Value,0
13081.0,7,1,2285.58,3,1,4,314,🆕 New Customers,High Value,2
13085.0,12,4,1096.8,1,4,4,144,⚠️ At Risk,High Value,0
13087.0,2,1,313.64,4,1,2,412,🆕 New Customers,Low Value,2
13089.0,1,4,2672.5,4,4,4,444,👑 Champions,High Value,0
13091.0,5,2,1976.0,3,4,4,344,👑 Champions,High Value,2
13093.0,2,3,1943.47,4,4,4,444,👑 Champions,High Value,0
13097.0,0,3,1244.33,4,4,4,444,👑 Champions,High Value,0
13110.0,14,1,362.78000000000003,1,1,3,113,😴 Hibernating,Medium Value,3
13114.0,7,1,234.38,3,1,2,312,🆕 New Customers,Low Value,2
13136.0,7,1,549.09,3,1,3,313,🆕 New Customers,Medium Value,2
13141.0,6,1,351.45,3,1,3,313,🆕 New Customers,Medium Value,2
13148.0,8,1,331.40000000000003,2,1,3,213,😴 Hibernating,Medium Value,3
13154.0,12,1,337.1,1,1,3,113,😴 Hibernating,Medium Value,3
13162.0,1,2,1585.6100000000001,4,4,4,444,👑 Champions,High Value,2
13173.0,5,1,302.70000000000005,3,1,2,312,🆕 New Customers,Low Value,2
13174.0,11,1,630.39,2,1,4,214,😴 Hibernating,High Value,3
13175.0,12,1,319.15,1,1,2,112,😴 Hibernating,Inactive,3
13190.0,9,1,147.1,2,1,1,211,😴 Hibernating,Low Value,3
13199.0,11,1,138.24,2,1,1,211,😴 Hibernating,Low Value,3
13202.0,7,1,320.2,3,1,2,312,🆕 New Customers,Low Value,2
13204.0,7,1,966.6600000000001,3,1,4,314,🆕 New Customers,High Value,2
13206.0,1,3,2504.77,4,4,4,444,👑 Champions,High Value,0
13208.0,12,1,61.12,1,1,1,111,😴 Hibernating,Inactive,3
13211.0,9,1,235.84,2,1,2,212,😴 Hibernating,Low Value,3
13234.0,8,1,238.85,2,1,2,212,😴 Hibernating,Low Value,3
13267.0,0,2,622.94,4,4,4,444,👑 Champions,High Value,2
13269.0,14,2,202.84,1,4,1,141,⚠️ At Risk,Inactive,3
13289.0,0,1,307.95,4,1,2,412,🆕 New Customers,Low Value,2
13313.0,13,2,383.89,1,4,3,143,⚠️ At Risk,Medium Value,3
13317.0,3,1,416.82,3,1,3,313,🆕 New Customers,Medium Value,2
13319.0,0,2,1165.3700000000001,4,4,4,444,👑 Champions,High Value,2
13329.0,11,1,334.65,2,1,3,213,😴 Hibernating,Medium Value,3
13373.0,9,1,748.42,2,1,4,214,😴 Hibernating,High Value,3
13381.0,14,1,17.4,1,1,1,111,😴 Hibernating,Inactive,3
13382.0,8,1,255.04,2,1,2,212,😴 Hibernating,Low Value,3
13393.0,0,2,389.7,4,4,3,443,👑 Champions,Medium Value,2
13394.0,15,1,304.53000000000003,1,1,2,112,😴 Hibernating,Inactive,3
13405.0,0,1,146.45999999999998,4,1,1,411,🆕 New Customers,Low Value,2
13408.0,5,4,1368.74,3,4,4,344,👑 Champions,High Value,0
13410.0,7,1,81.12,3,1,1,311,🆕 New Customers,Low Value,2
13415.0,4,1,483.42,3,1,3,313,🆕 New Customers,Medium Value,2
13416.0,12,1,228.3,1,1,2,112,😴 Hibernating,Inactive,3
13418.0,4,1,811.76,3,1,4,314,🆕 New Customers,High Value,2
13426.0,6,1,601.6,3,1,3,313,🆕 New Customers,Medium Value,2
13442.0,14,1,198.0,1,1,1,111,😴 Hibernating,Inactive,3
13448.0,10,1,933.35,2,1,4,214,😴 Hibernating,High Value,3
13455.0,7,1,295.35,3,1,2,312,🆕 New Customers,Low Value,2
13457.0,13,1,112.5,1,1,1,111,😴 Hibernating,Inactive,3
13462.0,2,1,171.82,4,1,1,411,🆕 New Customers,Low Value,2
13468.0,1,2,695.4399999999999,4,4,4,444,👑 Champions,High Value,2
13473.0,0,1,388.74,4,1,3,413,🆕 New Customers,Medium Value,2
13481.0,11,1,311.2,2,1,2,212,😴 Hibernating,Low Value,3
13485.0,8,2,204.70000000000002,2,4,2,242,⚠️ At Risk,Low Value,3
13487.0,11,1,103.95,2,1,1,211,😴 Hibernating,Low Value,3
13491.0,7,2,527.4,3,4,3,343,📈 Potential Loyalists,Medium Value,2
13495.0,1,2,819.91,4,4,4,444,👑 Champions,High Value,2
13498.0,6,1,327.38,3,1,3,313,🆕 New Customers,Medium Value,2
13526.0,14,2,1182.0,1,4,4,144,⚠️ At Risk,High Value,3
13531.0,12,1,311.7,1,1,2,112,😴 Hibernating,Inactive,3
13542.0,5,1,177.91,3,1,1,311,🆕 New Customers,Low Value,2
13557.0,7,1,272.5,3,1,2,312,🆕 New Customers,Low Value,2
13564.0,9,2,544.25,2,4,3,243,⚠️ At Risk,Medium Value,3
13571.0,7,1,111.24000000000001,3,1,1,311,🆕 New Customers,Low Value,2
13576.0,7,1,328.8,3,1,3,313,🆕 New Customers,Medium Value,2
13577.0,1,2,113.36,4,4,1,441,⭐ Loyal Customers,Low Value,2
13585.0,14,1,12.75,1,1,1,111,😴 Hibernating,Inactive,3
13589.0,10,1,269.15,2,1,2,212,😴 Hibernating,Low Value,3
13590.0,14,1,367.28000000000003,1,1,3,113,😴 Hibernating,Medium Value,3
13591.0,1,1,53.2,4,1,1,411,🆕 New Customers,Low Value,2
13599.0,0,2,975.59,4,4,4,444,👑 Champions,High Value,2
13611.0,13,1,337.93,1,1,3,113,😴 Hibernating,Medium Value,3
13623.0,13,1,637.04,1,1,4,114,😴 Hibernating,High Value,3
13635.0,1,2,797.15,4,4,4,444,👑 Champions,High Value,2
13641.0,0,3,707.76,4,4,4,444,👑 Champions,High Value,0
13643.0,7,1,311.8,3,1,2,312,🆕 New Customers,Low Value,2
13648.0,14,1,263.09000000000003,1,1,2,112,😴 Hibernating,Inactive,3
13654.0,14,1,159.98000000000002,1,1,1,111,😴 Hibernating,Inactive,3
13666.0,12,1,19.5,1,1,1,111,😴 Hibernating,Inactive,3
13668.0,4,1,615.3,3,1,3,313,🆕 New Customers,Medium Value,2
13672.0,7,1,233.53000000000003,3,1,2,312,🆕 New Customers,Low Value,2
13679.0,11,1,126.8,2,1,1,211,😴 Hibernating,Low Value,3
13680.0,0,3,2289.15,4,4,4,444,👑 Champions,High Value,0
13693.0,6,2,353.15,3,4,3,343,📈 Potential Loyalists,Medium Value,2
13694.0,0,9,17976.47,4,4,4,444,👑 Champions,High Value,1
13711.0,0,1,126.5,4,1,1,411,🆕 New Customers,Low Value,2
13727.0,6,1,130.6,3,1,1,311,🆕 New Customers,Low Value,2
13728.0,6,1,135.0,3,1,1,311,🆕 New Customers,Low Value,2
13733.0,11,1,149.10000000000002,2,1,1,211,😴 Hibernating,Low Value,3
13735.0,2,1,493.37,4,1,3,413,🆕 New Customers,Medium Value,2
13736.0,10,1,720.79,2,1,4,214,😴 Hibernating,High Value,3
13740.0,14,1,311.69,1,1,2,112,😴 Hibernating,Inactive,3
13748.0,14,1,173.1,1,1,1,111,😴 Hibernating,Inactive,3
13753.0,13,1,642.2,1,1,4,114,😴 Hibernating,High Value,3
13756.0,0,1,182.25,4,1,1,411,🆕 New Customers,Low Value,2
13758.0,0,2,1866.94,4,4,4,444,👑 Champions,High Value,2
13767.0,2,3,2511.4,4,4,4,444,👑 Champions,High Value,0
13768.0,3,2,875.97,3,4,4,344,👑 Champions,High Value,2
13769.0,0,1,214.25,4,1,2,412,🆕 New Customers,Low Value,2
13770.0,6,1,174.33,3,1,1,311,🆕 New Customers,Low Value,2
13777.0,7,4,6758.42,3,4,4,344,👑 Champions,High Value,0
13782.0,9,1,132.4,2,1,1,211,😴 Hibernating,Low Value,3
13786.0,12,1,723.09,1,1,4,114,😴 Hibernating,High Value,3
13798.0,0,2,962.1600000000001,4,4,4,444,👑 Champions,High Value,2
13800.0,13,1,478.7,1,1,3,113,😴 Hibernating,Medium Value,3
13807.0,11,1,107.95,2,1,1,211,😴 Hibernating,Low Value,3
13813.0,10,1,283.15,2,1,2,212,😴 Hibernating,Low Value,3
13819.0,4,2,1082.4,3,4,4,344,👑 Champions,High Value,2
13823.0,0,1,391.55,4,1,3,413,🆕 New Customers,Medium Value,2
13825.0,6,1,143.36,3,1,1,311,🆕 New Customers,Low Value,2
13831.0,5,1,936.26,3,1,4,314,🆕 New Customers,High Value,2
13848.0,6,1,480.0,3,1,3,313,🆕 New Customers,Medium Value,2
13855.0,7,1,313.45,3,1,2,312,🆕 New Customers,Low Value,2
13872.0,2,1,252.12,4,1,2,412,🆕 New Customers,Low Value,2
13883.0,7,1,24.65,3,1,1,311,🆕 New Customers,Low Value,2
13890.0,9,1,213.65,2,1,2,212,😴 Hibernating,Low Value,3
13895.0,12,1,831.0,1,1,4,114,😴 Hibernating,High Value,3
13902.0,1,1,429.66,4,1,3,413,🆕 New Customers,Medium Value,2
13905.0,9,1,312.65,2,1,2,212,😴 Hibernating,Low Value,3
13931.0,1,3,1630.06,4,4,4,444,👑 Champions,High Value,0
13946.0,12,1,280.2,1,1,2,112,😴 Hibernating,Inactive,3
13948.0,12,1,155.65,1,1,1,111,😴 Hibernating,Inactive,3
13952.0,0,1,1226.79,4,1,4,414,🆕 New Customers,High Value,2
13953.0,4,1,500.0,3,1,3,313,🆕 New Customers,Medium Value,2
13958.0,10,2,811.5500000000001,2,4,4,244,⚠️ At Risk,High Value,3
13979.0,13,1,203.78,1,1,2,112,😴 Hibernating,Inactive,3
13983.0,6,1,175.95000000000002,3,1,1,311,🆕 New Customers,Low Value,2
13984.0,9,2,259.5,2,4,2,242,⚠️ At Risk,Low Value,3
13993.0,13,1,556.75,1,1,3,113,😴 Hibernating,Medium Value,3
13999.0,0,2,707.55,4,4,4,444,👑 Champions,High Value,2
14000.0,14,1,192.0,1,1,1,111,😴 Hibernating,Inactive,3
14003.0,9,1,209.41,2,1,2,212,😴 Hibernating,Low Value,3
14030.0,5,2,747.15,3,4,4,344,👑 Champions,High Value,2
14031.0,4,3,3163.15,3,4,4,344,👑 Champions,High Value,0
14032.0,2,1,309.3,4,1,2,412,🆕 New Customers,Low Value,2
14037.0,9,1,218.33,2,1,2,212,😴 Hibernating,Low Value,3
14040.0,15,1,633.33,1,1,4,114,😴 Hibernating,High Value,3
14042.0,1,1,431.98,4,1,3,413,🆕 New Customers,Medium Value,2
14043.0,5,1,164.31,3,1,1,311,🆕 New Customers,Low Value,2
14051.0,13,1,912.5600000000001,1,1,4,114,😴 Hibernating,High Value,3
14057.0,12,1,119.54,1,1,1,111,😴 Hibernating,Inactive,3
14061.0,0,2,553.4300000000001,4,4,3,443,👑 Champions,Medium Value,2
14062.0,1,2,2000.42,4,4,4,444,👑 Champions,High Value,2
14063.0,1,2,3789.56,4,4,4,444,👑 Champions,High Value,0
14080.0,6,2,414.65,3,4,3,343,📈 Potential Loyalists,Medium Value,2
14081.0,5,1,792.02,3,1,4,314,🆕 New Customers,High Value,2
14085.0,7,2,416.84,3,4,3,343,📈 Potential Loyalists,Medium Value,2
14087.0,11,1,236.69,2,1,2,212,😴 Hibernating,Low Value,3
14099.0,6,1,390.44,3,1,3,313,🆕 New Customers,Medium Value,2
14106.0,13,1,214.79999999999998,1,1,2,112,😴 Hibernating,Inactive,3
14107.0,6,1,163.26,3,1,1,311,🆕 New Customers,Low Value,2
14108.0,7,2,447.05,3,4,3,343,📈 Potential Loyalists,Medium Value,2
14110.0,15,1,285.06,1,1,2,112,😴 Hibernating,Inactive,3
14113.0,5,2,611.84,3,4,3,343,📈 Potential Loyalists,Medium Value,2
14122.0,5,2,131.58999999999997,3,4,1,341,📈 Potential Loyalists,Low Value,2
14123.0,9,1,436.18,2,1,3,213,😴 Hibernating,Medium Value,3
14130.0,4,1,358.32,3,1,3,313,🆕 New Customers,Medium Value,2
14133.0,10,1,305.5,2,1,2,212,😴 Hibernating,Low Value,3
14134.0,0,2,1745.24,4,4,4,444,👑 Champions,High Value,2
14135.0,7,2,1489.2,3,4,4,344,👑 Champions,High Value,2
14136.0,8,1,302.78000000000003,2,1,2,212,😴 Hibernating,Low Value,3
14156.0,0,5,3159.5,4,4,4,444,👑 Champions,High Value,0
14159.0,12,1,393.65,1,1,3,113,😴 Hibernating,Medium Value,3
14161.0,3,1,505.13,3,1,3,313,🆕 New Customers,Medium Value,2
14171.0,6,1,135.0,3,1,1,311,🆕 New Customers,Low Value,2
14173.0,6,1,23.6,3,1,1,311,🆕 New Customers,Low Value,2
14191.0,5,1,15.9,3,1,1,311,🆕 New Customers,Low Value,2
14204.0,13,1,371.27000000000004,1,1,3,113,😴 Hibernating,Medium Value,3
14211.0,6,1,187.8,3,1,1,311,🆕 New Customers,Low Value,2
14215.0,8,1,425.59000000000003,2,1,3,213,😴 Hibernating,Medium Value,3
14238.0,11,1,159.1,2,1,1,211,😴 Hibernating,Low Value,3
14239.0,7,2,214.55,3,4,2,342,📈 Potential Loyalists,Low Value,2
14258.0,12,1,1261.0,1,1,4,114,😴 Hibernating,High Value,3
14277.0,2,1,233.42000000000002,4,1,2,412,🆕 New Customers,Low Value,2
14285.0,7,1,151.2,3,1,1,311,🆕 New Customers,Low Value,2
14286.0,12,1,1610.52,1,1,4,114,😴 Hibernating,High Value,3
14290.0,8,1,870.63,2,1,4,214,😴 Hibernating,High Value,3
14291.0,7,1,408.51,3,1,3,313,🆕 New Customers,Medium Value,2
14293.0,6,1,737.7,3,1,4,314,🆕 New Customers,High Value,2
14295.0,6,2,598.85,3,4,3,343,📈 Potential Loyalists,Medium Value,2
14298.0,4,2,2173.7999999999997,3,4,4,344,👑 Champions,High Value,2
14299.0,14,1,2052.12,1,1,4,114,😴 Hibernating,High Value,3
14302.0,14,1,114.60000000000001,1,1,1,111,😴 Hibernating,Inactive,3
14307.0,8,1,242.1,2,1,2,212,😴 Hibernating,Low Value,3
14341.0,1,2,592.69,4,4,3,443,👑 Champions,Medium Value,2
14347.0,13,1,82.6,1,1,1,111,😴 Hibernating,Inactive,3
14396.0,13,1,514.97,1,1,3,113,😴 Hibernating,Medium Value,3
14401.0,1,1,619.67,4,1,4,414,🆕 New Customers,High Value,2
14408.0,9,1,321.00000000000006,2,1,2,212,😴 Hibernating,Low Value,3
14425.0,14,1,223.1,1,1,2,112,😴 Hibernating,Inactive,3
14440.0,14,1,935.01,1,1,4,114,😴 Hibernating,High Value,3
14454.0,9,1,125.94,2,1,1,211,😴 Hibernating,Low Value,3
14460.0,0,1,155.34,4,1,1,411,🆕 New Customers,Low Value,2
14466.0,2,1,217.8,4,1,2,412,🆕 New Customers,Low Value,2
14467.0,13,1,109.84,1,1,1,111,😴 Hibernating,Inactive,3
14468.0,10,1,204.24,2,1,2,212,😴 Hibernating,Low Value,3
14471.0,9,1,208.82999999999998,2,1,2,212,😴 Hibernating,Low Value,3
14478.0,14,1,282.28,1,1,2,112,😴 Hibernating,Inactive,3
14479.0,9,1,355.13,2,1,3,213,😴 Hibernating,Medium Value,3
14483.0,13,1,120.0,1,1,1,111,😴 Hibernating,Inactive,3
14494.0,7,1,114.3,3,1,1,311,🆕 New Customers,Low Value,2
14505.0,6,1,893.33,3,1,4,314,🆕 New Customers,High Value,2
14507.0,5,1,171.5,3,1,1,311,🆕 New Customers,Low Value,2
14512.0,8,1,153.28,2,1,1,211,😴 Hibernating,Low Value,3
14514.0,2,1,856.78,4,2,4,424,🆕 New Customers,High Value,2
14519.0,5,1,122.94999999999999,3,2,1,321,🆕 New Customers,Low Value,2
14525.0,2,1,399.79999999999995,4,2,3,423,🆕 New Customers,Medium Value,2
14527.0,2,5,3411.76,4,4,4,444,👑 Champions,High Value,0
14540.0,8,1,156.5,2,2,1,221,😴 Hibernating,Low Value,3
14543.0,0,3,970.35,4,4,4,444,👑 Champions,High Value,0
14546.0,9,1,547.73,2,2,3,223,😴 Hibernating,Medium Value,3
14548.0,9,2,680.28,2,4,4,244,⚠️ At Risk,High Value,3
14549.0,13,1,316.22,1,2,2,122,😴 Hibernating,Inactive,3
14558.0,8,1,306.45,2,2,2,222,😴 Hibernating,Low Value,3
14560.0,14,1,266.6,1,2,2,122,😴 Hibernating,Inactive,3
14564.0,12,1,989.18,1,2,4,124,😴 Hibernating,High Value,3
14574.0,8,1,143.70000000000002,2,2,1,221,😴 Hibernating,Low Value,3
14577.0,5,1,217.34,3,2,2,322,🆕 New Customers,Low Value,2
14590.0,0,3,349.66,4,4,3,443,👑 Champions,Medium Value,0
14593.0,6,1,433.05,3,2,3,323,🆕 New Customers,Medium Value,2
14605.0,7,2,216.25,3,4,2,342,📈 Potential Loyalists,Low Value,2
14606.0,2,6,1174.52,4,4,4,444,👑 Champions,High Value,0
14607.0,1,1,2320.2000000000003,4,2,4,424,🆕 New Customers,High Value,2
14608.0,5,2,581.22,3,4,3,343,📈 Potential Loyalists,Medium Value,2
14626.0,5,1,436.40000000000003,3,2,3,323,🆕 New Customers,Medium Value,2
14643.0,5,1,350.68,3,2,3,323,🆕 New Customers,Medium Value,2
14644.0,12,1,338.5,1,2,3,123,😴 Hibernating,Medium Value,3
14646.0,0,4,6326.39,4,4,4,444,👑 Champions,High Value,0
14648.0,5,1,224.35999999999999,3,2,2,322,🆕 New Customers,Low Value,2
14653.0,14,1,333.67,1,2,3,123,😴 Hibernating,Medium Value,3
14654.0,14,1,246.86,1,2,2,122,😴 Hibernating,Inactive,3
14662.0,12,1,110.69999999999999,1,2,1,121,😴 Hibernating,Inactive,3
14667.0,0,2,750.3199999999999,4,4,4,444,👑 Champions,High Value,2
14669.0,13,1,824.1800000000001,1,2,4,124,😴 Hibernating,High Value,3
14670.0,8,1,190.47,2,2,1,221,😴 Hibernating,Low Value,3
14679.0,7,1,438.74,3,2,3,323,🆕 New Customers,Medium Value,2
14680.0,0,3,1320.23,4,4,4,444,👑 Champions,High Value,0
14685.0,2,3,1300.41,4,4,4,444,👑 Champions,High Value,0
14695.0,8,2,984.03,2,4,4,244,⚠️ At Risk,High Value,3
14702.0,5,1,583.7,3,2,3,323,🆕 New Customers,Medium Value,2
14709.0,10,1,256.2,2,2,2,222,😴 Hibernating,Low Value,3
14710.0,6,2,73.5,3,4,1,341,📈 Potential Loyalists,Low Value,2
14713.0,12,1,160.69,1,2,1,121,😴 Hibernating,Inactive,3
14717.0,9,1,81.3,2,2,1,221,😴 Hibernating,Low Value,3
14723.0,12,1,141.63,1,2,1,121,😴 Hibernating,Inactive,3
14732.0,0,2,556.1500000000001,4,4,3,443,👑 Champions,Medium Value,2
14735.0,8,2,379.65000000000003,2,4,3,243,⚠️ At Risk,Medium Value,3
14738.0,9,1,311.2,2,2,2,222,😴 Hibernating,Low Value,3
14739.0,5,2,1253.31,3,4,4,344,👑 Champions,High Value,2
14750.0,12,1,112.03,1,2,1,121,😴 Hibernating,Inactive,3
14751.0,2,1,65.10000000000001,4,2,1,421,🆕 New Customers,Low Value,2
14755.0,12,2,445.15000000000003,1,4,3,143,⚠️ At Risk,Medium Value,3
14769.0,0,1,969.66,4,2,4,424,🆕 New Customers,High Value,2
14771.0,13,1,287.37,1,2,2,122,😴 Hibernating,Inactive,3
14790.0,4,1,308.81,3,2,2,322,🆕 New Customers,Low Value,2
14796.0,1,1,266.02,4,2,2,422,🆕 New Customers,Low Value,2
14799.0,14,1,180.45,1,2,1,121,😴 Hibernating,Inactive,3
14828.0,9,1,682.4,2,2,4,224,😴 Hibernating,High Value,3
14831.0,14,2,833.75,1,4,4,144,⚠️ At Risk,High Value,3
14838.0,13,1,119.10000000000001,1,2,1,121,😴 Hibernating,Inactive,3
14841.0,7,2,902.2,3,4,4,344,👑 Champions,High Value,2
14861.0,8,1,215.0,2,2,2,222,😴 Hibernating,Low Value,3
14865.0,14,1,31.200000000000003,1,2,1,121,😴 Hibernating,Inactive,3
14867.0,10,1,203.32,2,2,2,222,😴 Hibernating,Low Value,3
14869.0,0,1,371.48,4,2,3,423,🆕 New Customers,Medium Value,2
14871.0,1,2,319.65000000000003,4,4,2,442,⭐ Loyal Customers,Low Value,2
14894.0,14,1,299.70000000000005,1,2,2,122,😴 Hibernating,Inactive,3
14895.0,5,2,1817.55,3,4,4,344,👑 Champions,High Value,2
14896.0,9,1,302.5,2,2,2,222,😴 Hibernating,Low Value,3
14897.0,0,1,301.16,4,2,2,422,🆕 New Customers,Low Value,2
14898.0,2,2,668.66,4,4,4,444,👑 Champions,High Value,2
14905.0,12,1,258.1,1,2,2,122,😴 Hibernating,Inactive,3
14911.0,1,6,4893.89,4,4,4,444,👑 Champions,High Value,0
14915.0,13,1,202.06,1,2,1,121,😴 Hibernating,Inactive,3
14940.0,9,1,182.01,2,2,1,221,😴 Hibernating,Low Value,3
14942.0,6,1,109.35,3,2,1,321,🆕 New Customers,Low Value,2
14952.0,12,1,337.9,1,2,3,123,😴 Hibernating,Medium Value,3
14955.0,9,1,163.77,2,2,1,221,😴 Hibernating,Low Value,3
14958.0,12,1,186.36,1,2,1,121,😴 Hibernating,Inactive,3
14961.0,1,2,2608.4700000000003,4,4,4,444,👑 Champions,High Value,2
14966.0,0,2,335.12,4,4,3,443,👑 Champions,Medium Value,2
14967.0,12,1,236.25,1,2,2,122,😴 Hibernating,Inactive,3
14977.0,2,1,31.929999999999996,4,2,1,421,🆕 New Customers,Low Value,2
14979.0,11,1,439.46,2,2,3,223,😴 Hibernating,Medium Value,3
14980.0,13,1,150.68,1,2,1,121,😴 Hibernating,Inactive,3
14987.0,3,2,451.65,3,4,3,343,📈 Potential Loyalists,Medium Value,2
14990.0,6,1,200.23999999999998,3,2,1,321,🆕 New Customers,Low Value,2
